Shipment_ID,Shipment_Date,Carrier,Transport_Mode,Distance_Miles,Freight_Cost,Delivery_Status
JM0843,2025-11-10,Carrier E,Truck,1104,2240.55,On Time
JM0844,2025-11-11,Carrier B,Truck,773,1557.72,On Time
JM0845,2025-11-11,Carrier C,Truck,314,703.24,On Time
JM0846,2025-11-11,Carrier B,Rail,2357,2297.59,On Time
JM0847,2025-11-12,Carrier D,Rail,2066,2321.02,On Time
JM0848,2025-11-12,Carrier B,Rail,1079,1302.39,On Time
JM0849,2025-11-12,Carrier A,Truck,1068,1787.84,On Time
JM0850,2025-11-13,Carrier A,Truck,1023,1686.07,On Time
JM0851,2025-11-13,Carrier A,Rail,2385,2335.75,On Time
JM0852,2025-11-13,Carrier A,Truck,1292,2348.30,On Time
JM0853,2025-11-13,Carrier E,Truck,625,1391.73,On Time
JM0854,2025-11-14,Carrier E,Rail,469,698.40,On Time
JM0855,2025-11-14,Carrier A,Truck,1103,2044.45,On Time
JM0856,2025-11-14,Carrier E,Rail,1987,2333.38,Late
JM0857,2025-11-15,Carrier E,Rail,996,1142.03,On Time
JM0858,2025-11-15,Carrier B,Truck,144,367.09,On Time
JM0859,2025-11-15,Carrier D,Truck,905,1912.55,On Time
JM0860,2025-11-16,Carrier B,Rail,1775,1944.88,On Time
JM0861,2025-11-16,Carrier C,Rail,1567,1765.84,On Time
JM0862,2025-11-16,Carrier D,Truck,1262,2304.94,On Time
JM0863,2025-11-17,Carrier E,Truck,1270,2685.64,On Time
JM0864,2025-11-17,Carrier A,Truck,694,1266.03,On Time
JM0865,2025-11-17,Carrier C,Truck,890,1658.75,On Time
JM0866,2025-11-17,Carrier C,Truck,610,1334.04,On Time
JM0867,2025-11-18,Carrier D,Rail,1618,1990.80,On Time
JM0868,2025-11-18,Carrier C,Rail,1224,1372.25,On Time
JM0869,2025-11-18,Carrier C,Truck,1241,2115.35,On Time
JM0870,2025-11-19,Carrier C,Truck,355,730.32,On Time
JM0871,2025-11-19,Carrier B,Truck,1171,2305.02,On Time
JM0872,2025-11-19,Carrier C,Truck,270,642.43,On Time
JM0873,2025-11-20,Carrier D,Truck,1004,1901.76,On Time
JM0874,2025-11-20,Carrier E,Truck,419,855.80,On Time
JM0875,2025-11-20,Carrier B,Rail,843,882.82,On Time
JM0876,2025-11-21,Carrier A,Truck,212,545.42,On Time
JM0877,2025-11-21,Carrier A,Truck,526,961.06,On Time
JM0878,2025-11-21,Carrier C,Truck,1254,2134.20,On Time
JM0879,2025-11-21,Carrier B,Truck,1399,2288.39,On Time
JM0880,2025-11-22,Carrier A,Truck,1316,2176.20,On Time
JM0881,2025-11-22,Carrier B,Truck,399,790.10,On Time
JM0882,2025-11-22,Carrier A,Truck,274,548.05,On Time
JM0883,2025-11-23,Carrier A,Truck,1096,1968.59,On Time
JM0884,2025-11-23,Carrier D,Truck,292,629.86,On Time
JM0885,2025-11-23,Carrier B,Rail,1084,1257.60,On Time
JM0886,2025-11-24,Carrier A,Truck,979,1636.65,On Time
JM0887,2025-11-24,Carrier C,Truck,724,1433.20,On Time
JM0888,2025-11-24,Carrier C,Truck,104,364.79,On Time
JM0889,2025-11-25,Carrier C,Truck,1273,2345.40,On Time
JM0890,2025-11-25,Carrier B,Truck,1352,2344.51,On Time
JM0891,2025-11-25,Carrier D,Rail,567,689.45,On Time
JM0892,2025-11-25,Carrier A,Truck,1097,1824.91,On Time
JM0893,2025-11-26,Carrier A,Truck,516,1080.31,Late
JM0894,2025-11-26,Carrier A,Truck,408,815.24,On Time
JM0895,2025-11-26,Carrier C,Truck,1291,2237.88,On Time
JM0896,2025-11-27,Carrier D,Truck,319,796.54,On Time
JM0897,2025-11-27,Carrier E,Rail,2270,2391.26,On Time
JM0898,2025-11-27,Carrier E,Truck,698,1539.22,On Time
JM0899,2025-11-28,Carrier A,Truck,678,1350.01,Late
JM0900,2025-11-28,Carrier A,Rail,2188,2106.56,On Time
JM0901,2025-11-28,Carrier A,Truck,1342,2134.28,On Time
JM0902,2025-11-29,Carrier D,Rail,1124,1321.17,On Time
JM0903,2025-11-29,Carrier A,Truck,916,1729.07,Late
JM0904,2025-11-29,Carrier C,Truck,231,553.23,On Time
JM0905,2025-11-30,Carrier E,Rail,742,981.14,On Time
JM0906,2025-12-01,Carrier A,Truck,987,1663.96,On Time
JM0907,2025-12-01,Carrier D,Truck,779,1669.33,On Time
JM0908,2025-12-01,Carrier B,Truck,595,1170.35,On Time
JM0909,2025-12-01,Carrier B,Truck,191,462.34,On Time
JM0910,2025-12-02,Carrier B,Rail,1375,1500.86,On Time
JM0911,2025-12-02,Carrier E,Rail,595,845.57,On Time
JM0912,2025-12-02,Carrier A,Truck,1324,2504.72,On Time
JM0913,2025-12-03,Carrier B,Truck,1351,2195.44,Late
JM0914,2025-12-03,Carrier A,Truck,1183,2234.44,On Time
JM0915,2025-12-03,Carrier A,Truck,382,736.89,On Time
JM0916,2025-12-04,Carrier B,Rail,1359,1403.14,On Time
JM0917,2025-12-04,Carrier C,Rail,1306,1354.79,On Time
JM0918,2025-12-04,Carrier A,Truck,642,1326.95,On Time
JM0919,2025-12-05,Carrier B,Rail,940,991.79,On Time
JM0920,2025-12-05,Carrier C,Truck,264,614.61,On Time
JM0921,2025-12-05,Carrier B,Truck,899,1521.30,Late
JM0922,2025-12-06,Carrier B,Truck,962,1802.52,On Time
JM0923,2025-12-06,Carrier E,Truck,1192,2374.73,On Time
JM0924,2025-12-06,Carrier B,Truck,1322,2389.50,On Time
JM0925,2025-12-07,Carrier A,Truck,1056,1789.39,On Time
JM0926,2025-12-07,Carrier B,Truck,487,1053.27,On Time
JM0927,2025-12-07,Carrier D,Truck,137,382.33,On Time
JM0928,2025-12-08,Carrier A,Truck,1226,2033.87,On Time
JM0929,2025-12-08,Carrier D,Truck,1350,2469.00,On Time
JM0930,2025-12-08,Carrier B,Rail,941,1003.87,On Time
JM0931,2025-12-08,Carrier D,Truck,1022,2120.56,On Time
JM0932,2025-12-09,Carrier A,Truck,512,1078.57,Late
JM0933,2025-12-09,Carrier C,Truck,1011,1846.23,On Time
JM0934,2025-12-09,Carrier A,Rail,1096,1155.43,On Time
JM0935,2025-12-10,Carrier B,Truck,322,675.21,On Time
JM0936,2025-12-10,Carrier E,Truck,1093,2252.04,On Time
JM0937,2025-12-10,Carrier B,Rail,1547,1684.86,On Time
JM0938,2025-12-11,Carrier D,Truck,1038,1953.62,On Time
JM0939,2025-12-11,Carrier C,Truck,1257,2362.69,On Time
JM0940,2025-12-11,Carrier A,Truck,587,1213.71,On Time
JM0941,2025-12-12,Carrier D,Truck,1124,1946.20,On Time
JM0942,2025-12-12,Carrier D,Truck,528,1026.64,On Time
JM0943,2025-12-12,Carrier C,Truck,1281,2215.66,On Time
JM0944,2025-12-13,Carrier B,Truck,1251,2161.32,On Time
JM0945,2025-12-13,Carrier D,Truck,513,1165.16,On Time
JM0946,2025-12-13,Carrier C,Truck,1343,2730.85,On Time
JM0947,2025-12-14,Carrier D,Truck,907,1625.12,On Time
JM0948,2025-12-14,Carrier B,Truck,1069,1911.01,On Time
JM0949,2025-12-14,Carrier B,Rail,518,689.31,On Time
JM0950,2025-12-15,Carrier D,Rail,455,662.60,On Time
JM0951,2025-12-15,Carrier A,Truck,707,1187.63,On Time
JM0952,2025-12-15,Carrier C,Truck,1125,2223.80,On Time
JM0953,2025-12-16,Carrier B,Truck,1277,2123.55,On Time
JM0954,2025-12-16,Carrier B,Truck,436,971.77,On Time
JM0955,2025-12-16,Carrier B,Truck,619,1114.94,On Time
JM0956,2025-12-16,Carrier A,Truck,1383,2545.57,On Time
JM0957,2025-12-17,Carrier C,Truck,501,1002.67,On Time
JM0958,2025-12-17,Carrier B,Truck,821,1595.42,On Time
JM0959,2025-12-17,Carrier B,Rail,2039,2156.55,On Time
JM0960,2025-12-18,Carrier E,Truck,571,1133.90,On Time
JM0961,2025-12-18,Carrier A,Truck,351,697.61,On Time
JM0962,2025-12-18,Carrier A,Truck,537,973.34,On Time
JM0963,2025-12-19,Carrier A,Truck,1151,1876.02,On Time
JM0964,2025-12-19,Carrier C,Truck,1381,2453.27,On Time
JM0965,2025-12-19,Carrier C,Truck,1220,2184.29,On Time
JM0966,2025-12-20,Carrier D,Truck,1143,2305.16,On Time
JM0967,2025-12-20,Carrier B,Truck,807,1502.89,On Time
JM0968,2025-12-20,Carrier B,Rail,980,1155.09,On Time
JM0969,2025-12-21,Carrier B,Rail,490,691.31,On Time
JM0970,2025-12-21,Carrier C,Truck,257,574.75,On Time
JM0971,2025-12-21,Carrier B,Rail,1230,1243.35,On Time
JM0972,2025-12-22,Carrier A,Truck,448,880.68,On Time
JM0973,2025-12-22,Carrier A,Truck,1313,2126.98,On Time
JM0974,2025-12-22,Carrier B,Truck,267,565.56,On Time
JM0975,2025-12-23,Carrier A,Truck,1078,2110.45,On Time
JM0976,2025-12-23,Carrier D,Truck,1208,2361.34,On Time
JM0977,2025-12-23,Carrier B,Truck,959,1869.83,On Time
JM0978,2025-12-23,Carrier B,Truck,1011,1814.54,On Time
JM0979,2025-12-24,Carrier A,Truck,1206,2102.87,On Time
JM0980,2025-12-24,Carrier E,Truck,598,1187.86,On Time
JM0981,2025-12-24,Carrier A,Truck,1144,2217.59,Late
JM0982,2025-12-25,Carrier E,Truck,278,671.74,On Time
JM0983,2025-12-25,Carrier A,Truck,557,1104.37,On Time
JM0984,2025-12-25,Carrier A,Truck,1146,2210.25,On Time
JM0985,2025-12-26,Carrier B,Truck,129,390.31,Late
JM0986,2025-12-26,Carrier B,Truck,224,489.79,On Time
JM0987,2025-12-26,Carrier C,Rail,832,998.84,On Time
JM0988,2025-12-27,Carrier C,Truck,1140,1989.64,On Time
JM0989,2025-12-27,Carrier A,Truck,1072,1927.18,On Time
JM0990,2025-12-27,Carrier E,Truck,513,1133.31,On Time
JM0991,2025-12-28,Carrier C,Rail,2189,2279.78,On Time
JM0992,2025-12-28,Carrier B,Truck,1043,1758.88,On Time
JM0993,2025-12-28,Carrier C,Truck,168,491.90,On Time
JM0994,2025-12-29,Carrier B,Rail,823,962.92,Late
JM0995,2025-12-29,Carrier D,Truck,774,1687.51,On Time
JM0996,2025-12-29,Carrier B,Truck,1271,2271.69,Late
JM0997,2025-12-30,Carrier B,Rail,2126,2288.29,On Time
JM0998,2025-12-30,Carrier D,Truck,997,1940.91,On Time
JM0999,2025-12-30,Carrier E,Rail,1821,2071.37,On Time
JM1000,2025-12-31,Carrier A,Truck,539,942.18,On Time
